platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
TikTok,Jp,Asia,ja,Comedy,#DIY,Night Routine â€” College,NextStudio,trending,Clap beat,20,20,997515,65757,5336,5694,7592,0.084589,stable,Public Reports,tutorial overlay,Android,18,DIY,9,Medium,110835,1000,0.005349,0.005708,0.007611,65.691309,Thursday,Evening,BackToSchool,"diy, how to, craft, life hacks",å‚è€ƒã«ãªã‚Šã¾ã—ãŸï¼,99200.2,Mid,Fall,5/15/2025,2025-05,Life Hacks for desk ðŸŽ¯,21,1,10.1,0.505,Samsung,Search,0,072ccc5adc873c5c67b8f12c2372fe9c,84379,0.065921,0.001002,84.589,0.065920813,0.005349293,0.005708185
TikTok,Tr,Europe,tr,Beauty,#Travel,24 Hours in Seoul,AliPro,licensed,Soft glam loop,21,35,719938,27037,4233,2296,2683,0.05035,rising,TikTok Creative Center,fast captions,Android,15,Travel,13,Medium,55379.85,1231,0.00588,0.003189,0.003727,21.945617,Saturday,Afternoon,SummerBreak,"vlog, hidden gems, travel",So underrated!,110084.9,Mid,Summer,5/24/2025,2025-05,Hidden Gems of Seoul ðŸ”¥,22,1,28.5,0.814,Huawei,ForYou,1,69b2ae230c258aaf51384819d99df38f,36249,0.037555,0.00171,50.35,0.037554623,0.005879673,0.003189164
TikTok,Se,Europe,sv,Science,#FYP,Fortnite â€” Insane Highlights!,AmrOfficial,trending,Cosmic pad,21,16,541376,27466,3381,2167,1737,0.06419,seasonal,TikTok Creative Center,split-screen,Web,20,Gaming,45,Evergreen,12030.58,1205,0.006245,0.004003,0.003208,22.774461,Friday,Evening,Regular,"valorant, esports, gaming, clips, fps, highlights",This is fire ðŸ”¥,93427.1,Mid,Spring,5/23/2025,2025-05,Best Settings for Valorant,26,0,12.1,0.756,Desktop,Following,1,64e2791ab5d3d754f8c3f52a88626b2d,34751,0.050734,0.002226,64.19,0.050733686,0.006245197,0.004002763
TikTok,Nl,Europe,nl,Gaming,#OOTD,How to style College,Ahmed,licensed,Trap beat,21,56,852197,81506,5933,7670,5005,0.117478,rising,TikTok Creative Center,meme template,iOS,19,Fashion,9,Medium,94688.56,1526,0.006962,0.009,0.005873,53.376555,Tuesday,Evening,Regular,"style, grwm, ootd",So underrated!,108963.7,Mid,Winter,5/20/2025,2025-05,How to style Summer ðŸ§ ,21,1,38.3,0.684,Samsung,ForYou,0,6b6ee32e421e9829e9ce77f304a25d9e,100114,0.095642,0.001791,117.478,0.095642205,0.006962005,0.009000266
YouTube,Ph,Asia,tl,Tech,#DanceChallenge,Weekly Reset â€” 2025,MrAli,licensed,Futurist pad,21,71,914820,41565,3899,4642,6694,0.062089,rising,Open Web Samples,storytime,iOS,21,Dance,16,Medium,57176.25,1849,0.004262,0.005074,0.007317,22.467568,Sunday,Evening,Regular,"music, dance, challenge",So underrated!,102026.5,Mid,Fall,5/25/2025,2025-05,Dance With Me â€” Summer,22,0,32.6,0.459,Samsung,Search,1,a3642b375f6d7b4d317c6db3ca2e79d3,56800,0.045435,0.002021,62.089,0.045435168,0.004262041,0.005074222
YouTube,Fr,Europe,fr,DIY,#FYP,Is Ramen worth the hype?,StudyWithLeila,trending,Toolbox clack,21,52,515489,16182,1592,1611,1651,0.040808,seasonal,TikTok Creative Center,b-roll heavy,iOS,19,Food,17,Medium,30322.88,2360,0.003088,0.003125,0.003203,6.853875,Saturday,Evening,SummerBreak,"food, recipe, street food",Je ne peux pas mâ€™arrÃªter de regarder ðŸ˜‚,115579.1,Mid,Summer,5/24/2025,2025-05,Street Croissant Taste Test,27,0,27.2,0.523,Samsung,Home,1,46beac3d31543c5dd26391c95fd8e826,21036,0.031392,0.004578,40.808,0.031391552,0.00308833,0.003125188
TikTok,Co,South America,es,Education,#Comedy,If Beginners was honest,LinaPro,original,Soft focus,21,30,747651,63663,7064,7288,4444,0.110291,rising,TikTok Creative Center,subtitles,Web,23,Comedy,10,Medium,74765.1,657,0.009448,0.009748,0.005944,96.75228,Saturday,Night,Regular,"relatable, funny, sketch",Gracias por compartir,105616,Mid,Spring,5/24/2025,2025-05,When your friend is Summer,26,0,24.1,0.803,Desktop,ForYou,1,cdae05dc6918347f2a4dce0c99b7946e,82459,0.085151,0.000879,110.291,0.085150692,0.009448259,0.009747864
YouTube,It,Europe,it,Gaming,#FYP,If Beginners was honest,PrimeMedia,trending,8bit loop,21,27,555727,30667,2336,2715,6860,0.076617,declining,TikTok Creative Center,fast captions,Android,19,Comedy,17,Medium,32689.82,1537,0.004204,0.004885,0.012344,19.939532,Wednesday,Evening,BackToSchool,"sketch, relatable, comedy",Canâ€™t stop watching ðŸ˜‚,132974.8,Mid,Fall,5/21/2025,2025-05,If Summer was honest,20,0,15.2,0.563,Xiaomi,External,0,85bd53584fc802b88934b0bb23be8831,42578,0.055184,0.002766,76.617,0.05518357,0.004203503,0.004885492
YouTube,Id,Asia,id,Fitness,#FYP,Outfits for 2025,EmilyChannel,licensed,Cardio loop,21,49,540644,23337,2632,2772,1512,0.055957,rising,TikTok Creative Center,split-screen,Android,16,Fashion,10,Medium,54064.4,1147,0.004868,0.005127,0.002797,20.328397,Sunday,Afternoon,Regular,"style, ootd, fashion",Thanks for this!,83525.5,Mid,Fall,5/25/2025,2025-05,Outfits for Summer,18,0,22.5,0.459,iPhone,Suggested,1,d3fd4c92620d764c5b5bfe481cee0f0f,30253,0.043165,0.002122,55.957,0.043165188,0.004868268,0.005127219
TikTok,Jp,Asia,ja,Tech,#FYP,Night Routine â€” Productivity,StreetVision,trending,Glitch hop,21,28,570436,32905,2584,3279,2194,0.071808,seasonal,TikTok Creative Center,text-to-speech,Android,17,Pets,3,Short,190145.33,567,0.00453,0.005748,0.003846,57.931338,Sunday,Evening,Regular,"cats, cute, dogs",å‚è€ƒã«ãªã‚Šã¾ã—ãŸï¼,116083.5,Mid,Fall,5/25/2025,2025-05,Cutest moments today,20,0,20.1,0.718,Pixel,ForYou,1,9d1ec0b41e218531f4e7e00e0be59640,40962,0.057684,0.000994,71.808,0.057683947,0.004529868,0.005748235
TikTok,Sa,Asia,ar,Gaming,#Beauty,Makeup basics you need,JiwooVlogs,trending,8bit loop,21,17,863760,42997,6573,3239,5625,0.067651,stable,Public Reports,meme template,Android,18,Beauty,7,Short,123394.29,504,0.00761,0.00375,0.006512,85.142574,Monday,Evening,Ramadan,"makeup, grwm, skincare, tips, beauty",Ø´Ø±Ø­ Ù…Ù…ØªØ§Ø² ðŸ‘,120740,Mid,Spring,5/19/2025,2025-05,GRWM â€” Bold Look âœ¨,18,1,10.2,0.6,Samsung,External,0,e3fd6d64f676e36de26708db96c0acf6,58434,0.049779,0.000583,67.651,0.049778874,0.007609753,0.003749884
TikTok,Se,Europe,sv,Travel,#FYP,5-Minute Tacos,ProAva,trending,City stroll,21,38,513858,42454,3286,5073,3004,0.104731,stable,TikTok Creative Center,subtitles,Android,17,Food,13,Medium,39527.54,386,0.006395,0.009872,0.005846,109.700258,Wednesday,Evening,Regular,"fast, kitchen, recipe, street food",Thanks for this!,103233.1,Mid,Winter,5/21/2025,2025-05,I tried making Sushi ðŸŽ®,22,1,31.8,0.837,Huawei,ForYou,0,662136da0836dd887fba13d28440393e,53817,0.082618,0.000751,104.731,0.082618155,0.006394763,0.009872377
YouTube,Jp,Asia,ja,Music,#Cover,Stay â€” Cover,AmrPro,original,Arabic pop,21,49,856941,27702,4473,3686,2295,0.044526,seasonal,TikTok Creative Center,emoji overlays,iOS,5,Music,55,Evergreen,15580.75,1453,0.00522,0.004301,0.002678,19.05227,Wednesday,Morning,Regular,"song, music, cover, beat",æœ€é«˜ã§ã™ï¼,104341.6,Mid,Spring,5/21/2025,2025-05,I flipped this sample ðŸŽµ,23,1,22.8,0.465,Samsung,Suggested,0,3f90a0675a5cef4614220a97d20b2ed3,38156,0.032327,0.001696,44.526,0.032326613,0.005219729,0.004301346
TikTok,Id,Asia,id,Travel,#Sports,Weekly Reset â€” Summer,UrbanVision,original,Waves & bells,21,56,658979,45253,5798,4833,2941,0.089267,stable,TikTok Creative Center,meme template,Android,15,Sports,22,Evergreen,29953.59,1439,0.008798,0.007334,0.004463,31.425694,Sunday,Afternoon,SummerBreak,"sports, workout, football, gym",So underrated!,120866.4,Mid,Summer,5/25/2025,2025-05,Speed drills for beginners ðŸŽ®,28,1,37.4,0.668,iPhone,ForYou,1,f676a5bdc6c31d17d52ef10f679a22bf,58825,0.068671,0.002184,89.267,0.068671384,0.008798459,0.007334073
YouTube,Fr,Europe,fr,Music,#LearnOnTikTok,Morning Routine â€” Summer,BeyondHub,trending,EDM drop,21,52,515269,19506,2488,1286,1225,0.047558,rising,TikTok Creative Center,greenscreen,Android,17,Education,5,Short,103053.8,1579,0.004829,0.002496,0.002377,12.34557,Friday,Evening,Regular,"study, notes, tips, productivity, learn",Merci pour le partage !,108139.9,Mid,Spring,5/23/2025,2025-05,Exam Day Routine,16,0,21.1,0.406,iPhone,External,1,ecbe15985a4b35e11444a181584c3d5d,24505,0.037856,0.003064,47.558,0.037855955,0.004828546,0.002495784
TikTok,Au,Oceania,en,Music,#Comedy,POV: Budget,StreetHub,original,Indie beat,21,18,1130487,84445,6247,5458,8195,0.092301,seasonal,Public Reports,storytime,Android,22,Comedy,7,Short,161498.14,4173,0.005526,0.004828,0.007249,20.231193,Saturday,Evening,SummerBreak,"sketch, comedy, relatable, funny",Canâ€™t stop watching ðŸ˜‚,100507.4,Mid,Summer,5/24/2025,2025-05,When your friend is 2025,24,0,9.4,0.522,Oppo,Following,1,ed197ea389d9f73616a334eb9aa00547,104345,0.074698,0.003691,92.301,0.074697896,0.005525937,0.004828008
TikTok,Br,South America,pt,DIY,#DanceChallenge,Morning Routine â€” Productivity,TVNoor,trending,Woodshop groove,21,36,1015358,79578,6082,9097,6008,0.099241,stable,TikTok Creative Center,hook in 2s,Android,23,Dance,6,Short,169226.33,2610,0.00599,0.008959,0.005917,30.477978,Tuesday,Night,HolidaySeason,"music, trend, challenge",So underrated!,128621.6,Mid,Winter,5/20/2025,2025-05,Dance With Me â€” Summer ðŸŽ®,24,1,20.6,0.572,iPhone,ForYou,0,23b3afbbe801c6d0961f2b7169d6d44b,100765,0.078374,0.002571,99.241,0.078374327,0.005990005,0.008959402
TikTok,Za,Africa,en,Lifestyle,#FYP,Build This in 10 Minutes,FitnessWithLeila,trending,Sunset pad,21,25,547350,44242,3644,4934,4493,0.10471,declining,TikTok Creative Center,storytime,Android,22,Tech,45,Evergreen,12163.33,1766,0.006658,0.009014,0.008209,25.037917,Thursday,Evening,BackToSchool,"apps, ai, tech",Thanks for this!,138823,Mid,Fall,5/22/2025,2025-05,My Favorite Summer Apps,23,0,19.5,0.78,Samsung,Following,0,d34ff05f826703cd7e001b1d3cae9c0e,57313,0.080829,0.003226,104.71,0.080829451,0.006657532,0.009014342
YouTube,Fr,Europe,fr,Art,#GRWM,Skincare routine for College,YoussefChannel,licensed,Indie brush,21,18,1773666,62028,7091,4917,5126,0.044632,seasonal,Public Reports,jumpcut edits,iOS,1,Beauty,7,Short,253380.86,1529,0.003998,0.002772,0.00289,40.541176,Thursday,Night,SummerBreak,"tips, grwm, beauty, makeup",Incroyable !,109255,Mid,Summer,5/22/2025,2025-05,GRWM â€” Evening Look âœ¨,21,1,11.2,0.622,Huawei,Suggested,0,bf6e302a81b4b6502b19f710647f6ec1,79162,0.034972,0.000862,44.632,0.034971635,0.003997934,0.002772224
TikTok,Ru,Europe,ru,Sports,#FYP,GRWM: 2025 Edition,PrimeHub,trending,Drumline,21,18,668701,32540,2616,4294,6823,0.069198,rising,TikTok Creative Center,split-screen,iOS,19,Fashion,5,Short,133740.2,1546,0.003912,0.006421,0.010203,21.03426,Thursday,Evening,SummerBreak,"fashion, style, grwm, ootd",Thanks for this!,103279.3,Mid,Summer,5/22/2025,2025-05,GRWM: Bold Edition,18,0,11.7,0.65,iPhone,ForYou,0,e441dba16409b5b05c3bb64b0972a605,46273,0.048662,0.002312,69.198,0.048661509,0.003912062,0.006421405
TikTok,Ke,Africa,sw,Science,#Tech,AI Tools You Must Try in 2025,TechieOlivia,licensed,Microscope hum,21,26,2587790,162569,16781,18480,10412,0.080471,stable,Public Reports,emoji overlays,Android,11,Tech,19,Medium,136199.47,2620,0.006485,0.007141,0.004024,62.025563,Monday,Morning,Regular,"tools, ai, apps, tutorial, tech",This is fire ðŸ”¥,203535.4,Mid,Spring,5/19/2025,2025-05,AI Tools You Must Try in 2025,29,0,21.5,0.827,iPhone,ForYou,0,22f008772afca285d8bb6e141f9b3226,208242,0.062822,0.001012,80.471,0.062821558,0.006484684,0.007141229
YouTube,Ng,Africa,en,Fashion,#Tech,Build This in 10 Minutes,AliOfficial,trending,Pop groove,21,33,534820,12199,1075,1321,768,0.028726,declining,Open Web Samples,storytime,Android,19,Tech,42,Evergreen,12733.81,403,0.00201,0.00247,0.001436,30.195545,Tuesday,Evening,Regular,"tech, tutorial, ai",Thanks for this!,92069.4,Mid,Winter,5/20/2025,2025-05,My Favorite Productivity Apps ðŸŽµ,31,1,16.4,0.497,Pixel,Suggested,0,1ff4cfc90242e571b87b30a939904613,15363,0.02281,0.000754,28.726,0.022809543,0.002010022,0.00246999
YouTube,Id,Asia,id,Beauty,#Makeup,Makeup basics you need,UrbanHub,original,Ambient glow,21,53,1259667,30396,4485,2190,4282,0.032829,rising,Public Reports,facecam,Android,20,Beauty,3,Short,419889,3971,0.00356,0.001739,0.003399,7.652568,Thursday,Evening,Regular,"tips, makeup, grwm",Instant like!,96609.1,Mid,Winter,5/22/2025,2025-05,GRWM â€” Evening Look âœ¨,21,1,33.2,0.626,Xiaomi,Home,0,d3330d3a220fb5b537ba064780671cc6,41353,0.02413,0.003152,32.829,0.024130187,0.003560465,0.001738555
YouTube,Ke,Africa,sw,Travel,#FYP,GTA V â€” Insane Highlights!,MayaPro,licensed,City stroll,22,36,989138,30969,3940,2948,1992,0.040287,seasonal,Public Reports,tutorial overlay,Android,6,Gaming,16,Medium,61821.12,944,0.003983,0.00298,0.002014,32.771429,Friday,Morning,HolidaySeason,"highlights, gaming, valorant",Canâ€™t stop watching ðŸ˜‚,111410.3,Mid,Winter,5/30/2025,2025-05,Best Settings for Valorant,26,0,22.9,0.636,Xiaomi,Home,1,66b1e13beabc31ae5b9d2e97ad867af0,39849,0.031309,0.000954,40.287,0.031309079,0.003983266,0.002980373
TikTok,Jp,Asia,ja,Education,#Makeup,Skincare routine for Budget,SofiaChannel,licensed,Soft focus,22,22,722050,46540,3547,5258,4307,0.082615,rising,Public Reports,emoji overlays,iOS,20,Beauty,5,Short,144410,629,0.004912,0.007282,0.005965,73.873016,Friday,Evening,Regular,"skincare, makeup, beauty",ãšã£ã¨è¦‹ã¡ã‚ƒã†ðŸ˜‚,94550.8,Mid,Winter,5/30/2025,2025-05,Makeup Basics You Need ðŸ˜‚,24,1,16.5,0.75,Pixel,ForYou,1,5ba590c5b7e88bccd2dc149f5ed843e2,59652,0.064455,0.000871,82.615,0.06445537,0.004912402,0.007282044
TikTok,Jp,Asia,ja,Fitness,#Streamer,Best Settings for Fortnite,AliPro,trending,Cardio loop,22,9,650143,28360,2986,3085,4072,0.059222,declining,Public Reports,greenscreen,Android,18,Gaming,59,Evergreen,11019.37,1193,0.004593,0.004745,0.006263,23.752094,Friday,Evening,Regular,"gaming, valorant, esports, fps",æœ€é«˜ã§ã™ï¼,110084.9,Mid,Fall,5/30/2025,2025-05,Best Settings for Fortnite,26,0,5,0.556,Samsung,Following,1,6fd9bbed307d480a2392cb32f34e472a,38503,0.043621,0.001835,59.222,0.043621173,0.004592836,0.00474511
YouTube,Ae,Asia,ar,Sports,#FYP,Morning Routine â€” Productivity,PrimeStudio,trending,Adrenaline synth,22,49,768788,33275,3702,2239,4221,0.056501,declining,Open Web Samples,greenscreen,iOS,21,Pets,9,Medium,85420.89,774,0.004815,0.002912,0.00549,42.935484,Friday,Evening,BackToSchool,"cute, dogs, cats",Ø´Ø±Ø­ Ù…Ù…ØªØ§Ø² ðŸ‘,109552,Mid,Fall,5/30/2025,2025-05,Dog fails you canâ€™t miss,24,0,24.9,0.508,Xiaomi,Search,1,cd063362da34fd064478ebd70d75895a,43437,0.043282,0.001007,56.501,0.043282413,0.004815372,0.002912376
TikTok,Jp,Asia,ja,Art,#Streamer,New Patch Tips for Minecraft,FatmaChannel,original,Indie brush,22,31,520253,48337,6762,3379,3077,0.118317,seasonal,TikTok Creative Center,text-to-speech,iOS,10,Gaming,13,Medium,40019.46,1166,0.012998,0.006495,0.005914,41.41988,Sunday,Morning,Regular,"fps, esports, highlights, valorant, clips, gaming",å‚è€ƒã«ãªã‚Šã¾ã—ãŸï¼,95036.8,Mid,Fall,6/1/2025,2025-06,Pro Tips for Valorant in 60s,28,0,23.3,0.752,Pixel,Search,1,0939bd8521ab315fd3209ad6e6f56182,61555,0.092911,0.002241,118.317,0.092910565,0.012997522,0.006494917
TikTok,Ph,Asia,tl,Automotive,#Comedy,If Productivity was honest,AhmedPro,original,Highway synth,22,12,858637,97930,14636,8133,8474,0.15044,rising,Public Reports,tutorial overlay,Android,16,Comedy,13,Medium,66049,744,0.017046,0.009472,0.009869,131.449664,Wednesday,Afternoon,SummerBreak,"sketch, comedy, relatable",This is fire ðŸ”¥,110275.8,Mid,Summer,5/28/2025,2025-05,If Budget was honest,20,0,8.2,0.683,Samsung,Following,0,343e68a746433e5dfd804956e7cdfa37,129173,0.114053,0.000866,150.44,0.1140528535341477,0.01704562,0.009471989
YouTube,De,Europe,de,Pets,#Esports,GTA V â€” Insane Highlights!,OliviaShorts,trending,Bark hop,22,40,700422,40234,5213,2828,2540,0.072549,stable,TikTok Creative Center,tutorial overlay,iOS,16,Gaming,13,Medium,53878.62,3327,0.007443,0.004038,0.003626,12.089543,Thursday,Afternoon,Regular,"valorant, highlights, fps, clips, gaming, esports",Thanks for this!,68775.5,Mid,Winter,5/29/2025,2025-05,Insane GTA V Highlights! ðŸ”,26,1,20.9,0.522,Samsung,Home,0,f24e337a759dae5736fa247c0f730342,50815,0.057443,0.00475,72.549,0.057442513,0.007442656,0.004037566
YouTube,It,Europe,it,Automotive,#Gaming,GTA V â€” Insane Highlights!,LifeOfNoor,original,Turbo whoosh,22,21,542817,12785,820,1314,785,0.028931,seasonal,TikTok Creative Center,fast captions,iOS,22,Gaming,10,Medium,54281.7,472,0.001511,0.002421,0.001446,27.029598,Thursday,Evening,Regular,"gaming, valorant, esports, clips, fps",Thanks for this!,120680.2,Mid,Spring,5/29/2025,2025-05,Insane Minecraft Highlights! âœ¨,30,1,13,0.619,iPhone,Search,0,c82ccfb49cb3fd83f480b8f301da3998,15704,0.023553,0.00087,28.931,0.023553057,0.001510638,0.002420705
TikTok,Tr,Europe,tr,Music,#OOTD,How to style Beginners,SaraChannel,original,EDM drop,22,24,539827,36309,2785,3283,7247,0.091926,rising,Open Web Samples,split-screen,Android,22,Fashion,6,Short,89971.17,1612,0.005159,0.006082,0.013425,22.510229,Friday,Evening,Regular,"ootd, style, grwm",This is fire ðŸ”¥,112406,Mid,Fall,5/30/2025,2025-05,Outfits for Bold ðŸŽ®,18,1,19.2,0.8,iPhone,External,1,9df238c9c422db71947de64581557c93,49624,0.06726,0.002986,91.926,0.067260437,0.00515906,0.006081578
TikTok,Ke,Africa,sw,Automotive,#Travel,24 Hours in Istanbul,TVYoussef,trending,Highway synth,22,26,1213714,78318,10196,8877,5125,0.084465,seasonal,TikTok Creative Center,b-roll heavy,Android,7,Travel,12,Medium,101142.83,3572,0.008401,0.007314,0.004223,21.919395,Friday,Morning,Regular,"guide, travel, vlog, hidden gems, food tour",Thanks for this!,146427.8,Mid,Winter,5/30/2025,2025-05,Hidden Gems of Tokyo,20,0,21.5,0.827,Huawei,ForYou,1,54fe3479dd1c55678236249209a09692,102516,0.064528,0.002943,84.465,0.064527558,0.008400661,0.007313914
YouTube,Nl,Europe,nl,Food,#Music,Underrated artists you need to hear,DailyVlogsHassan,original,Street vibe,22,18,1036229,27669,2286,3258,1748,0.033739,declining,Public Reports,hook in 2s,Android,15,Music,13,Medium,79709.92,3564,0.002206,0.003144,0.001687,7.76129,Friday,Afternoon,Regular,"song, music, beat",Canâ€™t stop watching ðŸ˜‚,98709.4,Mid,Winter,5/30/2025,2025-05,I flipped this sample,21,0,12.6,0.7,Vivo,Home,1,b344da2c9a29d9576911bfd8be54d9b7,34961,0.026702,0.003439,33.739,0.026701627,0.002206076,0.003144093
YouTube,Br,South America,pt,Food,#Music,I flipped this sample,MayaVlogs,trending,Sizzle ASMR,22,90,691703,30631,3570,2878,1951,0.056426,stable,TikTok Creative Center,split-screen,Android,22,Music,6,Short,115283.83,1727,0.005161,0.004161,0.002821,17.726273,Friday,Evening,Regular,"beat, music, cover",Canâ€™t stop watching ðŸ˜‚,132493.2,Mid,Spring,5/30/2025,2025-05,Underrated artists to hear,26,0,38.8,0.431,iPhone,Home,1,b3f9860f10de2c57f4764ac25e9adc67,39030,0.044283,0.002497,56.426,0.044283457,0.005161175,0.004160745
TikTok,Id,Asia,id,Fitness,#DanceChallenge,Morning Routine â€” Summer,AliChannel,original,HIIT drums,22,37,857801,51472,5817,5558,4613,0.078643,rising,TikTok Creative Center,tutorial overlay,Android,5,Dance,19,Medium,45147.42,2202,0.006781,0.006479,0.005378,23.364503,Friday,Morning,Regular,"trend, music, dance, challenge",Instant like!,111539.1,Mid,Spring,5/30/2025,2025-05,Try this move ðŸ‘‰ ðŸ’ª,17,1,27.4,0.741,Huawei,ForYou,1,4d759ec757d23275b932dad9d2baaa5b,67460,0.060005,0.002567,78.643,0.060004593,0.006781293,0.006479358
TikTok,Fr,Europe,fr,Science,#Lifestyle,Night Routine â€” Budget,LeilaVlogs,licensed,Lab beeps,22,26,674085,31094,4304,3187,2030,0.060252,seasonal,TikTok Creative Center,tutorial overlay,Android,19,Lifestyle,12,Medium,56173.75,614,0.006385,0.004728,0.003011,50.55935,Sunday,Evening,Regular,"motivation, routine, daily",Incroyable !,83079,Mid,Spring,6/1/2025,2025-06,Morning Routine â€” 2025 ðŸ“±,24,1,21.9,0.842,iPhone,ForYou,1,7879929a1265ab2ba946dd843abec0e5,40615,0.046128,0.000911,60.252,0.046127714,0.006384951,0.00472789
TikTok,Fr,Europe,fr,Science,#Tech,Build This in 10 Minutes,StreetWorks,trending,Cosmic pad,22,18,1265704,93062,7622,8372,10476,0.094439,declining,Public Reports,b-roll heavy,iOS,23,Tech,19,Medium,66616,3085,0.006022,0.006615,0.008277,30.156189,Saturday,Night,SummerBreak,"ai, tutorial, tech, apps",Merci pour le partage !,98586,Mid,Summer,5/31/2025,2025-05,AI Tools You Must Try in 2025 ðŸ˜‚,31,1,11,0.611,Oppo,ForYou,1,11a455dd983779c878014d0e9079f440,119532,0.073526,0.002437,94.439,0.07352588,0.006021945,0.006614501
TikTok,Us,North America,en,Science,#FYP,Makeup basics you need,MrFatma,licensed,Cosmic pad,22,48,524099,27159,2755,3009,4335,0.07109,rising,TikTok Creative Center,hook in 2s,Android,19,Beauty,13,Medium,40315.31,667,0.005257,0.005741,0.008271,40.657186,Sunday,Evening,SummerBreak,"grwm, beauty, makeup, skincare, tips",This is fire ðŸ”¥,100659.5,Mid,Summer,6/1/2025,2025-06,Makeup Basics You Need ðŸ“±,24,1,31.5,0.656,iPhone,ForYou,1,73b8feab6aa52096af71629396d0479f,37258,0.05182,0.001273,71.09,0.051820362,0.00525664,0.005741282
TikTok,Es,Europe,es,Fitness,#Pets,Morning Routine â€” Budget,LucasPro,original,Hype trap,22,15,511478,43489,3938,3676,2689,0.10517,declining,Public Reports,split-screen,Web,23,Pets,5,Short,102295.6,2148,0.007699,0.007187,0.005257,20.236854,Saturday,Night,SummerBreak,"dogs, cute, cats",No puedo parar de mirar ðŸ˜‚,110281.5,Mid,Summer,5/31/2025,2025-05,My cat did this ðŸ˜‚ ðŸ’ª,19,1,9.4,0.627,Desktop,ForYou,1,b394e2a8b7920bec839857907f2c71c6,53792,0.085026,0.0042,105.17,0.08502614,0.007699256,0.007187015
TikTok,Ca,North America,en,Sports,#Workout,Morning Routine â€” 2025,GamingWithAyaka,trending,Adrenaline synth,22,13,533432,31243,3586,3238,2003,0.075117,declining,Open Web Samples,tutorial overlay,Android,14,Sports,10,Medium,53343.2,976,0.006723,0.00607,0.003755,31.978506,Tuesday,Afternoon,SummerBreak,"gym, sports, football",Instant like!,117464.6,Mid,Summer,5/27/2025,2025-05,Speed drills for beginners ðŸŽ®,28,1,10.8,0.831,Samsung,ForYou,0,79cf045c7dbcfd353c602f2d73b91a97,40070,0.05857,0.00183,75.117,0.05856979,0.006722506,0.006070127
TikTok,Ma,Africa,ar,Fitness,#FYP,Weekly Reset â€” Productivity,StudyWithJiwoo,licensed,Cardio loop,22,37,605938,62379,7464,8004,7050,0.140108,rising,Open Web Samples,cinematic b-roll,iOS,16,Dance,8,Medium,75742.25,2858,0.012318,0.013209,0.011635,21.818468,Saturday,Afternoon,BackToSchool,"challenge, trend, music",Ù…Ø´ Ù‚Ø§Ø¯Ø± Ø£Ø¨Ø·Ù„ Ø§ØªÙØ±Ø¬ ðŸ˜‚,101378.8,Mid,Fall,5/31/2025,2025-05,Try this move ðŸ‘‰ ðŸ”¥,17,1,23.8,0.643,Xiaomi,Search,1,cb1c3963965fd1ad865667f68d21cf9d,84897,0.102946,0.004717,140.108,0.1029461760114071,0.012318092,0.013209272
YouTube,Br,South America,pt,Education,#BookTok,Night Routine â€” 2025,MissFatma,trending,Chalkboard beat,22,38,612304,17026,1581,2218,3373,0.03952,rising,TikTok Creative Center,emoji overlays,Android,19,Education,8,Medium,76538,2027,0.002582,0.003622,0.005509,8.395464,Thursday,Evening,SummerBreak,"notes, productivity, study, tips",Canâ€™t stop watching ðŸ˜‚,110714.4,Mid,Summer,5/29/2025,2025-05,Exam Day Routine âœ¨,18,1,16.6,0.437,Samsung,Home,0,421c66679d154390df35e109c906cf08,24198,0.027806,0.00331,39.52,0.027806449,0.002582051,0.003622384
TikTok,Id,Asia,id,Travel,#FYP,Night Routine â€” Beginners,PrimeMedia,original,Backpack beat,22,48,566894,38078,4996,2580,2402,0.084771,rising,TikTok Creative Center,cinematic b-roll,Android,22,Dance,7,Short,80984.86,639,0.008813,0.004551,0.004237,59.496875,Saturday,Evening,Regular,"challenge, dance, music",Instant like!,132974.8,Mid,Spring,5/31/2025,2025-05,New Dance Challenge! âš½,22,1,26,0.542,Oppo,Following,1,d98c86959b3fdc308264b73921ba2082,48056,0.06717,0.001127,84.771,0.067169524,0.008812935,0.004551115
TikTok,Co,South America,es,Fashion,#FYP,Night Routine â€” Beginners,AhmedYT,licensed,Runway loop,22,14,599346,71208,6872,6857,14719,0.166275,stable,TikTok Creative Center,text-to-speech,iOS,17,Lifestyle,19,Medium,31544.53,3165,0.011466,0.011441,0.024558,22.491472,Saturday,Evening,Regular,"routine, motivation, daily",No puedo parar de mirar ðŸ˜‚,97201.9,Mid,Spring,5/31/2025,2025-05,Weekly Reset â€” Productivity ðŸ–ï¸,30,1,9.8,0.7,Pixel,Following,1,850bfd7141a1df9d852d042929ac9528,99656,0.11881,0.005281,166.275,0.1188095023575697,0.011465831,0.011440804
